name,short_name,vendor,format,is_instrument,primary_category_v10_6,categories_v10_6,instrument_type_v10_6,confidence_v10,needs_review_v10,primary_category_v11,categories_v11,instrument_type_v11,confidence_v11,needs_review_v11,web_verified_v11,notes_v11,idx,ident,primary_category_v6,categories_v6,primary_category_v10,categories_v10,use_cases_v10,rationale_v10,notes_v10,instrument_type_v1,instrument_tags_v1,instrument_confidence_v1,instrument_reason_v1,primary_category_v10_5,categories_v10_5,primary_category_v10_5_norm,categories_v10_5_norm_list,instrument_type_v2,instrument_tags_v2,instrument_confidence_v2,instrument_reason_v2,instrument_tags_v10_6,instrument_confidence_v10_6,instrument_reason_v10_6,needs_review,mismatch_score,web_verified_bool,__cluster,verified_integrity_v11,integrity_issues_v11,verified_auto_strict_v11,verified_auto_strict_reason_v11,verified_v11,verified_v11_level
JS: IFLS Workbench - IDM MicroPerc Bus Tone,IFLS Workbench - IDM MicroPerc Bus Tone,IFLS Workbench,JS,False,Utility/Other,Utility/Other,,high,False,Saturation/Character,Saturation/Character;Utility/Other;Saturation;Harmonics,,high,False,False,local IFLS Workbench JSFX; added from installed scan,1780,IFLS_Workbench_Toolbar/Effects/IFLS_Workbench/IFLS_Workbench_IDM_MicroPerc_BusTone.jsfx,Saturation/Distortion,Saturation/Distortion,Utility/Other,Utility/Other,,,,,,,,,,,,,,,,,,,False,0.0,False,,True,,True,name/format heuristic,True,auto_strict
JS: IFLS Workbench - IDM Snare Bus Tone,IFLS Workbench - IDM Snare Bus Tone,IFLS Workbench,JS,False,Utility/Other,Utility/Other,,high,False,Saturation/Character,Saturation/Character;Utility/Other;Saturation;Harmonics,,high,False,False,local IFLS Workbench JSFX; added from installed scan,1781,IFLS_Workbench_Toolbar/Effects/IFLS_Workbench/IFLS_Workbench_IDM_Snare_BusTone.jsfx,Saturation/Distortion,Saturation/Distortion,Utility/Other,Utility/Other,,,,,,,,,,,,,,,,,,,False,0.0,False,,True,,True,name/format heuristic,True,auto_strict
JS: IFLS Workbench - MIDI Processor (Microtonal / Pitchbend Mapper),IFLS Workbench - MIDI Processor,IFLS Workbench,JS,False,Delay/Echo,Delay/Echo; Utility/Other,,high,False,MIDI/Utility,MIDI/Utility;Utility/Routing,,high,False,False,local IFLS Workbench JSFX; added from installed scan,1782,IFLS_Workbench_Toolbar/Effects/IFLS_Workbench/IFLS_Workbench_MIDIProcessor.jsfx,MIDI/Sequencing,Delay; MIDI/Sequencing,Delay/Echo,Delay/Echo;Utility/Other,,,,,,,,,,,,,,,,,,,False,0.0,False,,True,,True,name/format heuristic,True,auto_strict
JS: IFLS Workbench - ReampSuite Analyzer FFT,IFLS Workbench - ReampSuite Analyzer FFT,IFLS Workbench,JS,False,Analysis/Metering,Analysis/Metering,,high,False,Analysis/Metering,Analysis/Metering,,high,False,False,local IFLS Workbench JSFX; added from installed scan,1783,IFLS_Workbench_Toolbar/Effects/IFLS_Workbench/IFLS_Workbench_ReampSuite_Analyzer_FFT.jsfx,Metering/Analysis,Metering/Analysis,Analysis/Metering,Analysis/Metering,,,,,,,,,,,,,,,,,,,False,0.0,False,,True,,True,name/format heuristic,True,auto_strict
JS: IFLS Workbench - RoundRobin Note Channel Cycler,IFLS Workbench - RoundRobin Note Channel Cycler,IFLS Workbench,JS,False,Delay/Echo,Delay/Echo; Utility/Other,,high,False,MIDI/Utility,MIDI/Utility;Utility/Routing,,high,False,False,local IFLS Workbench JSFX; added from installed scan,1784,IFLS_Workbench_Toolbar/Effects/IFLS_Workbench/IFLS_Workbench_RoundRobin_NoteChannelCycler.jsfx,MIDI/Sequencing,Delay; MIDI/Sequencing,Delay/Echo,Delay/Echo;Utility/Other,,,,,,,,,,,,,,,,,,,False,0.0,False,,True,,True,name/format heuristic,True,auto_strict
JS: IFLS Workbench - Stereo Alternator (tempo-synced L/R switcher),IFLS Workbench - Stereo Alternator,IFLS Workbench,JS,False,Modulation/AutoPan,FX/Modulation; Modulation/AutoPan,,high,False,Modulation/AutoPan,FX/Modulation;Modulation/AutoPan,,high,False,False,local IFLS Workbench JSFX; added from installed scan,1785,IFLS_Workbench_Toolbar/Effects/IFLS_Workbench/IFLS_Workbench_Stereo_Alternator.jsfx,Modulation,Metering/Analysis; Modulation,Modulation/AutoPan,FX/Modulation;Modulation/AutoPan,,,,,,,,,,,,,,,,,,,False,0.0,False,,True,,True,name/format heuristic,True,auto_strict
VST3: AllRADecoder (IEM),AllRADecoder,IEM,VST3,False,Spatial/3D_Immersive,Ambisonics/Immersive; Spatial; Spatial/3D_Immersive,,high,False,Spatial/3D_Immersive,Ambisonics/Immersive;Spatial;Spatial/3D_Immersive,,high,False,True,IEM Plug-in Suite (ambisonics/immersive); added from installed scan,1786,C:\Program Files\Common Files\VST3\IEM\AllRADecoder.vst3\Contents\x86_64-win\AllRADecoder.vst3,Spatial/Imaging,Delay; Modulation; MultiFX/ChannelStrip; Reverb; Spatial/Imaging,Spatial: 3D/Immersive,Spatial;Ambisonics/Immersive,,,,,,,,,,,,,,,,,,,False,0.0,True,,True,,False,,True,web
VST3: BinauralDecoder (IEM),BinauralDecoder,IEM,VST3,False,Spatial/3D_Immersive,Ambisonics/Immersive; Spatial; Spatial/3D_Immersive,,high,False,Spatial/3D_Immersive,Ambisonics/Immersive;Spatial;Spatial/3D_Immersive,,high,False,True,IEM Plug-in Suite (ambisonics/immersive); added from installed scan,1787,C:\Program Files\Common Files\VST3\IEM\BinauralDecoder.vst3\Contents\x86_64-win\BinauralDecoder.vst3,Spatial/Imaging,Delay; Modulation; MultiFX/ChannelStrip; Reverb; Spatial/Imaging,Spatial: 3D/Immersive,Spatial;Ambisonics/Immersive,,,,,,,,,,,,,,,,,,,False,0.0,True,,True,,False,,True,web
VST3: CoordinateConverter (IEM),CoordinateConverter,IEM,VST3,False,Spatial/3D_Immersive,Ambisonics/Immersive; Spatial; Spatial/3D_Immersive,,high,False,Spatial/3D_Immersive,Ambisonics/Immersive;Spatial;Spatial/3D_Immersive,,high,False,True,IEM Plug-in Suite (ambisonics/immersive); added from installed scan,1788,C:\Program Files\Common Files\VST3\IEM\CoordinateConverter.vst3\Contents\x86_64-win\CoordinateConverter.vst3,Spatial/Imaging,Delay; Modulation; MultiFX/ChannelStrip; Reverb; Spatial/Imaging,Spatial: 3D/Immersive,Spatial;Ambisonics/Immersive,,,,,,,,,,,,,,,,,,,False,0.0,True,,True,,False,,True,web
VST3: DirectionalCompressor (IEM),DirectionalCompressor,IEM,VST3,False,Spatial/3D_Immersive,Ambisonics/Immersive; Spatial; Spatial/3D_Immersive,,high,False,Spatial/3D_Immersive,Ambisonics/Immersive;Spatial;Spatial/3D_Immersive,,high,False,True,IEM Plug-in Suite (ambisonics/immersive); added from installed scan,1789,C:\Program Files\Common Files\VST3\IEM\DirectionalCompressor.vst3\Contents\x86_64-win\DirectionalCompressor.vst3,Spatial/Imaging,Delay; Modulation; MultiFX/ChannelStrip; Reverb; Spatial/Imaging,Spatial: 3D/Immersive,Spatial;Ambisonics/Immersive,,,,,,,,,,,,,,,,,,,False,0.0,True,,True,,False,,True,web
VST3: DirectivityShaper (IEM),DirectivityShaper,IEM,VST3,False,Spatial/3D_Immersive,Ambisonics/Immersive; Spatial; Spatial/3D_Immersive,,high,False,Spatial/3D_Immersive,Ambisonics/Immersive;Spatial;Spatial/3D_Immersive,,high,False,True,IEM Plug-in Suite (ambisonics/immersive); added from installed scan,1790,C:\Program Files\Common Files\VST3\IEM\DirectivityShaper.vst3\Contents\x86_64-win\DirectivityShaper.vst3,Spatial/Imaging,Delay; Modulation; MultiFX/ChannelStrip; Reverb; Spatial/Imaging,Spatial: 3D/Immersive,Spatial;Ambisonics/Immersive,,,,,,,,,,,,,,,,,,,False,0.0,True,,True,,False,,True,web
VST3: DistanceCompensator (IEM),DistanceCompensator,IEM,VST3,False,Spatial/3D_Immersive,Ambisonics/Immersive; Spatial; Spatial/3D_Immersive,,high,False,Spatial/3D_Immersive,Ambisonics/Immersive;Spatial;Spatial/3D_Immersive,,high,False,True,IEM Plug-in Suite (ambisonics/immersive); added from installed scan,1791,C:\Program Files\Common Files\VST3\IEM\DistanceCompensator.vst3\Contents\x86_64-win\DistanceCompensator.vst3,Spatial/Imaging,Delay; Modulation; MultiFX/ChannelStrip; Reverb; Spatial/Imaging,Spatial: 3D/Immersive,Spatial;Ambisonics/Immersive,,,,,,,,,,,,,,,,,,,False,0.0,True,,True,,False,,True,web
VST3: DualDelay (IEM),DualDelay,IEM,VST3,False,Spatial/3D_Immersive,Ambisonics/Immersive; Spatial; Spatial/3D_Immersive,,high,False,Spatial/3D_Immersive,Ambisonics/Immersive;Spatial;Spatial/3D_Immersive,,high,False,True,IEM Plug-in Suite (ambisonics/immersive); added from installed scan,1792,C:\Program Files\Common Files\VST3\IEM\DualDelay.vst3\Contents\x86_64-win\DualDelay.vst3,Spatial/Imaging,Delay; Modulation; MultiFX/ChannelStrip; Reverb; Spatial/Imaging,Spatial: 3D/Immersive,Spatial;Ambisonics/Immersive,,,,,,,,,,,,,,,,,,,False,0.0,True,,True,,False,,True,web
VST3: EnergyVisualizer (IEM),EnergyVisualizer,IEM,VST3,False,Spatial/3D_Immersive,Ambisonics/Immersive; Spatial; Spatial/3D_Immersive,,high,False,Spatial/3D_Immersive,Ambisonics/Immersive;Spatial;Spatial/3D_Immersive,,high,False,True,IEM Plug-in Suite (ambisonics/immersive); added from installed scan,1793,C:\Program Files\Common Files\VST3\IEM\EnergyVisualizer.vst3\Contents\x86_64-win\EnergyVisualizer.vst3,Spatial/Imaging,Delay; Modulation; MultiFX/ChannelStrip; Reverb; Spatial/Imaging,Spatial: 3D/Immersive,Spatial;Ambisonics/Immersive,,,,,,,,,,,,,,,,,,,False,0.0,True,,True,,False,,True,web
VST3: FdnReverb (IEM),FdnReverb,IEM,VST3,False,Spatial/3D_Immersive,Ambisonics/Immersive; Spatial; Spatial/3D_Immersive,,high,False,Spatial/3D_Immersive,Ambisonics/Immersive;Spatial;Spatial/3D_Immersive,,high,False,True,IEM Plug-in Suite (ambisonics/immersive); added from installed scan,1794,C:\Program Files\Common Files\VST3\IEM\FdnReverb.vst3\Contents\x86_64-win\FdnReverb.vst3,Spatial/Imaging,Delay; Modulation; MultiFX/ChannelStrip; Reverb; Spatial/Imaging,Spatial: 3D/Immersive,Spatial;Ambisonics/Immersive,,,,,,,,,,,,,,,,,,,False,0.0,True,,True,,False,,True,web
VST3: GranularEncoder (IEM),GranularEncoder,IEM,VST3,False,Spatial/3D_Immersive,Ambisonics/Immersive; Spatial; Spatial/3D_Immersive,,high,False,Spatial/3D_Immersive,Ambisonics/Immersive;Spatial;Spatial/3D_Immersive,,high,False,True,IEM Plug-in Suite (ambisonics/immersive); added from installed scan,1795,C:\Program Files\Common Files\VST3\IEM\GranularEncoder.vst3\Contents\x86_64-win\GranularEncoder.vst3,Spatial/Imaging,Delay; Modulation; MultiFX/ChannelStrip; Reverb; Spatial/Imaging,Spatial: 3D/Immersive,Spatial;Ambisonics/Immersive,,,,,,,,,,,,,,,,,,,False,0.0,True,,True,,False,,True,web
VST3: MatrixMultiplier (IEM),MatrixMultiplier,IEM,VST3,False,Spatial/3D_Immersive,Ambisonics/Immersive; Spatial; Spatial/3D_Immersive,,high,False,Spatial/3D_Immersive,Ambisonics/Immersive;Spatial;Spatial/3D_Immersive,,high,False,True,IEM Plug-in Suite (ambisonics/immersive); added from installed scan,1796,C:\Program Files\Common Files\VST3\IEM\MatrixMultiplier.vst3\Contents\x86_64-win\MatrixMultiplier.vst3,Spatial/Imaging,Delay; Modulation; MultiFX/ChannelStrip; Reverb; Spatial/Imaging,Spatial: 3D/Immersive,Spatial;Ambisonics/Immersive,,,,,,,,,,,,,,,,,,,False,0.0,True,,True,,False,,True,web
VST3: MultiBandCompressor (IEM),MultiBandCompressor,IEM,VST3,False,Spatial/3D_Immersive,Ambisonics/Immersive; Spatial; Spatial/3D_Immersive,,high,False,Spatial/3D_Immersive,Ambisonics/Immersive;Spatial;Spatial/3D_Immersive,,high,False,True,IEM Plug-in Suite (ambisonics/immersive); added from installed scan,1797,C:\Program Files\Common Files\VST3\IEM\MultiBandCompressor.vst3\Contents\x86_64-win\MultiBandCompressor.vst3,Spatial/Imaging,Delay; Modulation; MultiFX/ChannelStrip; Reverb; Spatial/Imaging,Spatial: 3D/Immersive,Spatial;Ambisonics/Immersive,,,,,,,,,,,,,,,,,,,False,0.0,True,,True,,False,,True,web
VST3: MultiEncoder (IEM),MultiEncoder,IEM,VST3,False,Spatial/3D_Immersive,Ambisonics/Immersive; Spatial; Spatial/3D_Immersive,,high,False,Spatial/3D_Immersive,Ambisonics/Immersive;Spatial;Spatial/3D_Immersive,,high,False,True,IEM Plug-in Suite (ambisonics/immersive); added from installed scan,1798,C:\Program Files\Common Files\VST3\IEM\MultiEncoder.vst3\Contents\x86_64-win\MultiEncoder.vst3,Spatial/Imaging,Delay; Modulation; MultiFX/ChannelStrip; Reverb; Spatial/Imaging,Spatial: 3D/Immersive,Spatial;Ambisonics/Immersive,,,,,,,,,,,,,,,,,,,False,0.0,True,,True,,False,,True,web
VST3: MultiEQ (IEM),MultiEQ,IEM,VST3,False,Spatial/3D_Immersive,Ambisonics/Immersive; Spatial; Spatial/3D_Immersive,,high,False,Spatial/3D_Immersive,Ambisonics/Immersive;Spatial;Spatial/3D_Immersive,,high,False,True,IEM Plug-in Suite (ambisonics/immersive); added from installed scan,1799,C:\Program Files\Common Files\VST3\IEM\MultiEQ.vst3\Contents\x86_64-win\MultiEQ.vst3,Spatial/Imaging,Delay; Modulation; MultiFX/ChannelStrip; Reverb; Spatial/Imaging,Spatial: 3D/Immersive,Spatial;Ambisonics/Immersive,,,,,,,,,,,,,,,,,,,False,0.0,True,,True,,False,,True,web
VST3: OmniCompressor (IEM),OmniCompressor,IEM,VST3,False,Spatial/3D_Immersive,Ambisonics/Immersive; Spatial; Spatial/3D_Immersive,,high,False,Spatial/3D_Immersive,Ambisonics/Immersive;Spatial;Spatial/3D_Immersive,,high,False,True,IEM Plug-in Suite (ambisonics/immersive); added from installed scan,1800,C:\Program Files\Common Files\VST3\IEM\OmniCompressor.vst3\Contents\x86_64-win\OmniCompressor.vst3,Spatial/Imaging,Delay; Modulation; MultiFX/ChannelStrip; Reverb; Spatial/Imaging,Spatial: 3D/Immersive,Spatial;Ambisonics/Immersive,,,,,,,,,,,,,,,,,,,False,0.0,True,,True,,False,,True,web
VST3: ProbeDecoder (IEM),ProbeDecoder,IEM,VST3,False,Spatial/3D_Immersive,Ambisonics/Immersive; Spatial; Spatial/3D_Immersive,,high,False,Spatial/3D_Immersive,Ambisonics/Immersive;Spatial;Spatial/3D_Immersive,,high,False,True,IEM Plug-in Suite (ambisonics/immersive); added from installed scan,1801,C:\Program Files\Common Files\VST3\IEM\ProbeDecoder.vst3\Contents\x86_64-win\ProbeDecoder.vst3,Spatial/Imaging,Delay; Modulation; MultiFX/ChannelStrip; Reverb; Spatial/Imaging,Spatial: 3D/Immersive,Spatial;Ambisonics/Immersive,,,,,,,,,,,,,,,,,,,False,0.0,True,,True,,False,,True,web
VST3: RoomEncoder (IEM),RoomEncoder,IEM,VST3,False,Spatial/3D_Immersive,Ambisonics/Immersive; Spatial; Spatial/3D_Immersive,,high,False,Spatial/3D_Immersive,Ambisonics/Immersive;Spatial;Spatial/3D_Immersive,,high,False,True,IEM Plug-in Suite (ambisonics/immersive); added from installed scan,1802,C:\Program Files\Common Files\VST3\IEM\RoomEncoder.vst3\Contents\x86_64-win\RoomEncoder.vst3,Spatial/Imaging,Delay; Modulation; MultiFX/ChannelStrip; Reverb; Spatial/Imaging,Spatial: 3D/Immersive,Spatial;Ambisonics/Immersive,,,,,,,,,,,,,,,,,,,False,0.0,True,,True,,False,,True,web
VST3: SceneRotator (IEM),SceneRotator,IEM,VST3,False,Spatial/3D_Immersive,Ambisonics/Immersive; Spatial; Spatial/3D_Immersive,,high,False,Spatial/3D_Immersive,Ambisonics/Immersive;Spatial;Spatial/3D_Immersive,,high,False,True,IEM Plug-in Suite (ambisonics/immersive); added from installed scan,1803,C:\Program Files\Common Files\VST3\IEM\SceneRotator.vst3\Contents\x86_64-win\SceneRotator.vst3,Spatial/Imaging,Delay; Modulation; MultiFX/ChannelStrip; Reverb; Spatial/Imaging,Spatial: 3D/Immersive,Spatial;Ambisonics/Immersive,,,,,,,,,,,,,,,,,,,False,0.0,True,,True,,False,,True,web
VST3: SimpleDecoder (IEM),SimpleDecoder,IEM,VST3,False,Spatial/3D_Immersive,Ambisonics/Immersive; Spatial; Spatial/3D_Immersive,,high,False,Spatial/3D_Immersive,Ambisonics/Immersive;Spatial;Spatial/3D_Immersive,,high,False,True,IEM Plug-in Suite (ambisonics/immersive); added from installed scan,1804,C:\Program Files\Common Files\VST3\IEM\SimpleDecoder.vst3\Contents\x86_64-win\SimpleDecoder.vst3,Spatial/Imaging,Delay; Modulation; MultiFX/ChannelStrip; Reverb; Spatial/Imaging,Spatial: 3D/Immersive,Spatial;Ambisonics/Immersive,,,,,,,,,,,,,,,,,,,False,0.0,True,,True,,False,,True,web
VST3: StereoEncoder (IEM),StereoEncoder,IEM,VST3,False,Spatial/3D_Immersive,Ambisonics/Immersive; Spatial; Spatial/3D_Immersive,,high,False,Spatial/3D_Immersive,Ambisonics/Immersive;Spatial;Spatial/3D_Immersive,,high,False,True,IEM Plug-in Suite (ambisonics/immersive); added from installed scan,1805,C:\Program Files\Common Files\VST3\IEM\StereoEncoder.vst3\Contents\x86_64-win\StereoEncoder.vst3,Spatial/Imaging,Delay; Modulation; MultiFX/ChannelStrip; Reverb; Spatial/Imaging,Spatial: 3D/Immersive,Spatial;Ambisonics/Immersive,,,,,,,,,,,,,,,,,,,False,0.0,True,,True,,False,,True,web
VST3: ToolBox (IEM),ToolBox,IEM,VST3,False,Spatial/3D_Immersive,Ambisonics/Immersive; Spatial; Spatial/3D_Immersive,,high,False,Spatial/3D_Immersive,Ambisonics/Immersive;Spatial;Spatial/3D_Immersive,,high,False,True,IEM Plug-in Suite (ambisonics/immersive); added from installed scan,1806,C:\Program Files\Common Files\VST3\IEM\ToolBox.vst3\Contents\x86_64-win\ToolBox.vst3,Spatial/Imaging,Delay; Modulation; MultiFX/ChannelStrip; Reverb; Spatial/Imaging,Spatial: 3D/Immersive,Spatial;Ambisonics/Immersive,,,,,,,,,,,,,,,,,,,False,0.0,True,,True,,False,,True,web
VST3i: Polygon2 (Glitchmachines),Polygon2,Glitchmachines,VST3I,True,Instrument/Other,Instrument; Instrument/Other,Instrument/Synth_Granular_SampleBased,high,False,Instrument/Synth_Granular_SampleBased,Instrument/Synth_Granular_SampleBased;Instrument;Instrument/Other;Instrument/Synth;Granular;SampleBased,Instrument/Synth_Granular_SampleBased,high,False,True,Polygon2 hybrid sampler (granular/sample-based); added from installed scan,1807,C:\Program Files\Common Files\VST3\Polygon2.vst3,Instruments,Instruments,Instrument,Instrument,,,,Instrument/Synth_Granular_SampleBased,,,,,,,,,,,,,,,False,0.0,True,,True,,False,,True,web
